"family","repeat_id","outer_fold","interaction","interaction_active","left_parent","left_parent_active","right_parent","right_parent_active","strong_hierarchy_satisfied","formal_hierarchy_constraint"
"continuous",1,1,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"continuous",1,1,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"continuous",1,1,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"continuous",1,1,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"continuous",1,1,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"continuous",1,1,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"continuous",1,1,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"continuous",1,1,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"continuous",1,1,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"continuous",1,1,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"logistic",1,1,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"logistic",1,1,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"logistic",1,1,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"logistic",1,1,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"logistic",1,1,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"logistic",1,1,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"logistic",1,1,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"logistic",1,1,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"logistic",1,1,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"logistic",1,1,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"continuous",1,2,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"continuous",1,2,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"continuous",1,2,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"continuous",1,2,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"continuous",1,2,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"continuous",1,2,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"continuous",1,2,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"continuous",1,2,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"continuous",1,2,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"continuous",1,2,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"logistic",1,2,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"logistic",1,2,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"logistic",1,2,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"logistic",1,2,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"logistic",1,2,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"logistic",1,2,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"logistic",1,2,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"logistic",1,2,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"logistic",1,2,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"logistic",1,2,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"continuous",1,3,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"continuous",1,3,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"continuous",1,3,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"continuous",1,3,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"continuous",1,3,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"continuous",1,3,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"continuous",1,3,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"continuous",1,3,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"continuous",1,3,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"continuous",1,3,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"logistic",1,3,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"logistic",1,3,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"logistic",1,3,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"logistic",1,3,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"logistic",1,3,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"logistic",1,3,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"logistic",1,3,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"logistic",1,3,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"logistic",1,3,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"logistic",1,3,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"continuous",1,4,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"continuous",1,4,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"continuous",1,4,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"continuous",1,4,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"continuous",1,4,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"continuous",1,4,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"continuous",1,4,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"continuous",1,4,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"continuous",1,4,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"continuous",1,4,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"logistic",1,4,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"logistic",1,4,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"logistic",1,4,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"logistic",1,4,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"logistic",1,4,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"logistic",1,4,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"logistic",1,4,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"logistic",1,4,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"logistic",1,4,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"logistic",1,4,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"continuous",1,5,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"continuous",1,5,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"continuous",1,5,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"continuous",1,5,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"continuous",1,5,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"continuous",1,5,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"continuous",1,5,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"continuous",1,5,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"continuous",1,5,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"continuous",1,5,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"logistic",1,5,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"logistic",1,5,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"logistic",1,5,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"logistic",1,5,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"logistic",1,5,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"logistic",1,5,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"logistic",1,5,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"logistic",1,5,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"logistic",1,5,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"logistic",1,5,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"continuous",1,6,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"continuous",1,6,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"continuous",1,6,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"continuous",1,6,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"continuous",1,6,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"continuous",1,6,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"continuous",1,6,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"continuous",1,6,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"continuous",1,6,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"continuous",1,6,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"logistic",1,6,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"logistic",1,6,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"logistic",1,6,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"logistic",1,6,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"logistic",1,6,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"logistic",1,6,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"logistic",1,6,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"logistic",1,6,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"logistic",1,6,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"logistic",1,6,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"continuous",1,7,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"continuous",1,7,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"continuous",1,7,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"continuous",1,7,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"continuous",1,7,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"continuous",1,7,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"continuous",1,7,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"continuous",1,7,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"continuous",1,7,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"continuous",1,7,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"logistic",1,7,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"logistic",1,7,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"logistic",1,7,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"logistic",1,7,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"logistic",1,7,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"logistic",1,7,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"logistic",1,7,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"logistic",1,7,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"logistic",1,7,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"logistic",1,7,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"continuous",1,8,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"continuous",1,8,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"continuous",1,8,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"continuous",1,8,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"continuous",1,8,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"continuous",1,8,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"continuous",1,8,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"continuous",1,8,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"continuous",1,8,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"continuous",1,8,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"logistic",1,8,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"logistic",1,8,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"logistic",1,8,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"logistic",1,8,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"logistic",1,8,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"logistic",1,8,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"logistic",1,8,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"logistic",1,8,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"logistic",1,8,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"logistic",1,8,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"continuous",1,9,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"continuous",1,9,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"continuous",1,9,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"continuous",1,9,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"continuous",1,9,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"continuous",1,9,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"continuous",1,9,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"continuous",1,9,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"continuous",1,9,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"continuous",1,9,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"logistic",1,9,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"logistic",1,9,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"logistic",1,9,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"logistic",1,9,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"logistic",1,9,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"logistic",1,9,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"logistic",1,9,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"logistic",1,9,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"logistic",1,9,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"logistic",1,9,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"continuous",1,10,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"continuous",1,10,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"continuous",1,10,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"continuous",1,10,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"continuous",1,10,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"continuous",1,10,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"continuous",1,10,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"continuous",1,10,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"continuous",1,10,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"continuous",1,10,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"logistic",1,10,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
"logistic",1,10,"correcao_colete_x_lenke__2",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_2",TRUE,TRUE,FALSE
"logistic",1,10,"correcao_colete_x_lenke__3",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_3",TRUE,TRUE,FALSE
"logistic",1,10,"correcao_colete_x_lenke__4",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_4",TRUE,TRUE,FALSE
"logistic",1,10,"correcao_colete_x_lenke__5",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_5",TRUE,TRUE,FALSE
"logistic",1,10,"correcao_colete_x_lenke__6",TRUE,"correcao_colete__linear",TRUE,"lenke__dummy_6",TRUE,TRUE,FALSE
"logistic",1,10,"idade_x_risser__1",TRUE,"idade__linear",TRUE,"risser__dummy_1",TRUE,TRUE,FALSE
"logistic",1,10,"idade_x_risser__2",TRUE,"idade__linear",TRUE,"risser__dummy_2",TRUE,TRUE,FALSE
"logistic",1,10,"idade_x_risser__3",TRUE,"idade__linear",TRUE,"risser__dummy_3",TRUE,TRUE,FALSE
"logistic",1,10,"idade_x_risser__4",TRUE,"idade__linear",TRUE,"risser__dummy_4",TRUE,TRUE,FALSE
"continuous",2,1,"correcao_colete_x_flexibilidade__rigido",TRUE,"correcao_colete__linear",TRUE,"flexibilidade__dummy_rigido",TRUE,TRUE,FALSE
